duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.250000,-4.500000,0.000000,0.000000,0.000000,1.650444,-2.031571,1.058419,-0.219125,-4.000000,0.000000,0.000000,0.000000,1.070152,-1.237505,0.616435,-0.117491,2.500000,0.000000,0.000000,0.000000,0.116640,-0.156043,0.085244,-0.018981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-4.495292,0.069301,0.359006,0.681510,-0.016585,-0.733133,0.649887,-0.231498,-3.996885,0.046126,0.241657,0.473284,0.036926,-0.468729,0.394896,-0.136201,2.500323,0.004709,0.023964,0.043156,-0.008878,-0.053099,0.050198,-0.018127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-4.445516,0.364644,0.782699,0.378156,-0.450332,-0.055506,0.243573,-0.127301,-3.963080,0.250929,0.557574,0.322039,-0.253255,-0.051426,0.155297,-0.077839,2.503597,0.023454,0.047274,0.014300,-0.038104,-0.001031,0.018480,-0.009284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-4.301290,0.798877,0.900430,-0.048156,-0.360983,0.148106,0.025139,-0.041988,-3.861474,0.574042,0.703600,0.074530,-0.214515,0.082519,0.021497,-0.027241,2.512493,0.047463,0.044442,-0.019943,-0.027145,0.014904,0.002671,-0.002880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-4.047308,1.220470,0.752698,-0.314457,-0.175245,0.133360,-0.044382,0.000344,-3.673578,0.928100,0.692649,-0.085417,-0.106110,0.080615,-0.023781,-0.001655,2.526733,0.064550,0.021731,-0.037332,-0.007586,0.015246,-0.001914,-0.001045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-3.700625,1.529251,0.469382,-0.420175,-0.049966,0.068021,-0.041770,0.012844,-3.399939,1.253210,0.599964,-0.148800,-0.028541,0.043220,-0.025398,0.005510,2.543631,0.068226,-0.006864,-0.036130,0.009106,0.010870,-0.003414,-0.003158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-3.295679,1.683142,0.143957,-0.438926,0.002924,0.022198,-0.018640,0.012339,-3.051539,1.524213,0.483039,-0.157512,0.004686,0.012299,-0.015392,0.005430,2.559739,0.058776,-0.029113,-0.021729,0.017767,0.001354,-0.008902,0.004760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-2.872726,1.673350,-0.181511,-0.426266,0.019945,0.010133,0.003253,0.007555,-2.642730,1.736651,0.367793,-0.149207,0.008600,-0.003784,-0.006003,0.003476,2.572342,0.041238,-0.038960,-0.005247,0.013717,-0.005954,-0.000746,0.001517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-2.472304,1.504146,-0.491802,-0.397939,0.039792,0.024321,0.017205,-0.002146,-2.187883,1.893005,0.258241,-0.144373,0.000143,-0.008229,-0.000168,0.003442,2.580183,0.021513,-0.038694,0.004723,0.006405,-0.005179,0.001755,-0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-2.133039,1.186691,-0.770570,-0.337863,0.085149,0.046028,0.014859,-0.022600,-1.700754,1.994909,0.148790,-0.148955,-0.008419,-0.003844,0.005733,0.005359,2.583237,0.003361,-0.033457,0.008436,0.001559,-0.002613,0.001621,-0.000427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
