duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.250000,-5.175000,0.000000,0.000000,0.000000,-0.248059,0.299279,-0.153768,0.031057,-5.500000,0.000000,0.000000,0.000000,1.299853,-1.493141,0.740056,-0.139696,2.500000,0.000000,0.000000,0.000000,0.220221,-0.265573,0.136407,-0.027535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.175713,-0.010506,-0.054633,-0.104816,-0.001134,0.109677,-0.095676,0.033730,-5.496208,0.056175,0.294640,0.578809,0.050834,-0.568516,0.476280,-0.163760,2.500633,0.009329,0.048515,0.093100,0.001077,-0.097359,0.084898,-0.029924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.183310,-0.055908,-0.121448,-0.062689,0.064712,0.009480,-0.036435,0.018775,-5.454956,0.306606,0.683527,0.400768,-0.302856,-0.064582,0.188118,-0.093999,2.507380,0.049655,0.107892,0.055767,-0.057394,-0.008442,0.032341,-0.016661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.205603,-0.124337,-0.144466,-0.000871,0.052672,-0.021308,-0.004203,0.006335,-5.330528,0.704265,0.869536,0.103484,-0.258628,0.098036,0.026492,-0.033006,2.527182,0.110466,0.128429,0.000926,-0.046738,0.018892,0.003738,-0.005622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.245545,-0.193872,-0.128813,0.038036,0.025562,-0.019685,0.006299,0.000163,-5.099409,1.144286,0.866357,-0.090105,-0.129297,0.096408,-0.028405,-0.001837,2.562677,0.172315,0.114653,-0.033605,-0.022693,0.017464,-0.005582,-0.000143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.301388,-0.249896,-0.093404,0.053286,0.006950,-0.010132,0.006284,-0.001583,-4.761016,1.554202,0.763654,-0.168275,-0.036422,0.051959,-0.030083,0.007271,2.612323,0.222230,0.083338,-0.047147,-0.006175,0.008999,-0.005567,0.001408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.368848,-0.286336,-0.052080,0.055652,-0.000689,-0.002777,0.003432,-0.001471,-4.327465,1.903052,0.630295,-0.180629,0.004300,0.016329,-0.016876,0.006503,2.672336,0.254819,0.046772,-0.049244,0.000626,0.002491,-0.003030,0.001305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.442822,-0.302021,-0.010862,0.054099,-0.001747,0.000465,0.000872,-0.001069,-3.815101,2.184832,0.498131,-0.170508,0.012447,-0.000631,-0.005517,0.003627,2.738199,0.269044,0.010312,-0.047830,0.001612,-0.000365,-0.000758,0.000933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.518168,-0.297406,0.029158,0.052769,-0.000932,0.000386,-0.000986,-0.000832,-3.240378,2.402667,0.374571,-0.159683,0.008470,-0.004272,0.000704,0.001604,2.805363,0.265323,-0.025038,-0.046555,0.000956,-0.000293,0.000865,0.000693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,-5.589876,-0.272990,0.068371,0.051656,-0.001830,-0.002157,-0.002507,-0.000361,-2.618766,2.560464,0.257391,-0.153444,0.004667,-0.001184,0.003475,0.000443,2.869405,0.244135,-0.059577,-0.045417,0.001779,0.001885,0.002134,0.000239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
