duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.250000,1.379000,0.000000,0.000000,0.000000,-674.974976,6382.566126,-21118.723935,24040.789622,1.379000,0.000000,0.000000,0.000000,-672.954325,6374.996329,-21102.041345,24019.544540,2.000000,0.000000,0.000000,0.000000,-115.269861,1159.871710,-3983.648706,4614.076849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.286749,-0.183631,-0.240883,1.354329,0.774118,-8.556458,76.090623,-113.881722,1.290026,-0.143745,-0.124115,0.952565,-2.645954,-18.328238,74.328223,-73.327724,1.992185,-0.006928,-0.788537,-4.409444,-2.714431,32.586811,25.520408,-113.959312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.253241,0.082350,1.851181,4.989214,-0.865563,-44.879261,-58.457853,229.815127,1.246652,-0.240341,-0.414333,0.053757,4.025359,4.063632,23.571249,-66.254159,1.845354,-0.806379,-0.863562,5.637635,-0.377033,-72.683567,187.816740,-169.699420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.420030,1.062996,-0.456138,-10.773929,13.911271,151.829658,-394.010354,282.664539,1.182914,-0.081590,1.792837,4.926716,-5.029799,-52.413657,80.201879,32.978836,1.509972,-0.813794,-0.608807,-4.674989,-7.957669,-20.992637,241.717230,-309.532962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.768891,0.824108,3.113813,13.548185,-11.104194,-95.352369,239.913829,-113.432556,1.302310,0.926814,0.787719,-3.289706,22.677693,108.570915,-580.616151,643.275867,1.183961,-2.014800,-2.564000,7.464619,23.135600,-40.060870,504.225409,-919.291737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.140085,3.576826,5.943268,2.313475,32.591131,-124.993164,-1891.574678,4310.044805,1.623966,1.939036,2.960483,-6.249866,-34.144816,208.799165,-49.679429,-630.926645,0.754890,0.149743,16.142598,37.448198,-56.966836,-400.849409,-167.146127,1751.050546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,3.248394,2.860264,-22.074997,-45.069271,460.054168,-142.191090,-2757.057959,3955.244422,2.215990,2.822151,2.243818,-11.679527,-164.758333,985.202190,-2092.957122,1597.256953,1.838454,5.866208,-13.650039,-82.881241,242.877677,881.025054,-4065.653378,4288.681480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,3.106092,-0.046692,13.993052,5.290927,-139.402238,375.020190,-647.907750,607.983389,2.784311,1.165250,-4.240320,3.639382,-21.903001,-24.083774,377.367039,-472.112391,2.235145,-0.604567,2.657922,26.463586,-122.018363,121.436005,33.348146,-58.113346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,3.752274,3.796555,-1.212624,-19.072136,54.450399,237.460457,-1412.752934,1780.084983,2.821706,-0.707548,-1.058141,20.064606,43.587417,-195.418160,-91.641352,483.907081,2.310167,0.528050,-3.514684,-17.181163,29.259794,106.779453,-216.920962,61.440044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,5.325370,2.419555,-4.267473,-14.323250,0.304069,262.557093,-674.032343,536.977475,3.315696,1.722976,4.355772,-20.963079,-21.962366,367.651139,-907.313529,798.697147,2.302641,-1.702508,-0.194055,19.427994,-7.029268,-216.066841,557.746950,-442.009571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,4.776129,-0.284440,-2.353188,12.858785,-9.745329,-147.597071,453.530389,-350.405005,3.354694,1.826994,1.059695,12.517915,23.782627,75.734570,-1068.827889,1571.309315,2.014374,-0.303510,1.596357,-8.778124,4.050962,67.466328,-167.211166,127.012912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,4.665996,-0.483282,-0.037634,4.686598,39.315334,6.154876,-579.760392,852.066602,4.877992,4.092235,0.797626,-35.546622,-24.265525,557.448468,-1359.154914,1082.378831,1.944656,-0.343033,-0.119284,2.550851,1.083591,-27.267426,75.440895,-70.943533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,5.575859,1.013194,2.685951,-16.832913,-30.542516,250.740470,-427.431911,222.076070,5.665832,1.083097,-5.301351,11.838715,-9.736749,-3.312770,-1.966129,7.265767,1.894264,-0.068438,0.905133,0.468269,-1.072097,-3.820213,-24.173973,54.288563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,5.760852,0.063406,-2.704523,6.126856,3.613507,-98.086396,316.813951,-313.522933,5.741278,-0.020172,-0.557414,0.410437,-11.747490,-11.081821,194.436226,-265.887334,1.947407,0.281443,-0.045714,-3.123564,1.178595,31.385746,-73.452487,50.289857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,5.670503,-0.509450,0.053333,4.576262,126.791138,-1103.183589,3210.400272,-3255.791480,5.672991,-0.487704,-0.446449,6.146345,131.507462,-1127.653017,3212.610302,-3194.963316,1.986404,0.015142,-0.314913,1.592787,127.340749,-1245.227259,4141.591546,-4717.084211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
