duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.250000,4.276000,0.000000,0.000000,0.000000,-2.690168,3.265371,-1.676349,0.352061,0.602000,0.000000,0.000000,0.000000,0.057965,0.354319,-0.331876,0.112802,2.000000,0.000000,0.000000,0.000000,1.384780,-2.249269,1.355449,-0.330456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,4.268293,-0.113579,-0.589602,-1.125036,0.012502,1.215672,-1.018847,0.374940,0.602498,0.008791,0.059967,0.191125,0.251419,0.001144,-0.133879,0.056149,2.003523,0.049995,0.240488,0.357385,-0.336791,-0.646858,0.754309,-0.268931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,4.186479,-0.600129,-1.290751,-0.619868,0.781968,0.167948,-0.358421,0.193177,0.612384,0.089658,0.291078,0.409098,0.158044,-0.128324,-0.039509,0.019022,2.034857,0.207525,0.319841,-0.184739,-0.585271,0.140255,0.288353,-0.133217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,3.949232,-1.311346,-1.453212,0.181472,0.761527,-0.127425,-0.023984,0.012770,0.659867,0.319076,0.635193,0.477194,-0.028998,-0.162179,-0.011066,0.026050,2.101755,0.300429,-0.002112,-0.610454,-0.212475,0.401025,0.067145,-0.083748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,3.536251,-1.958938,-1.052588,0.857610,0.586745,-0.155392,-0.006069,-0.126661,0.786519,0.721146,0.956759,0.346937,-0.227851,-0.141217,0.030195,0.079749,2.166765,0.179716,-0.474754,-0.562755,0.305956,0.387320,-0.067653,-0.155430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.996261,-2.291046,-0.216585,1.328021,0.317547,-0.335161,-0.237648,0.132110,1.031008,1.247891,1.112858,0.051164,-0.332452,0.013478,0.170087,-0.047948,2.174776,-0.137152,-0.728719,-0.057116,0.641681,0.072718,-0.337346,0.121389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.431576,-2.138201,0.834927,1.379889,-0.251951,-0.514471,-0.022053,0.192186,1.412087,1.794312,1.037650,-0.226267,-0.182369,0.208353,0.092303,-0.005720,2.096554,-0.472465,-0.536841,0.541189,0.482701,-0.281082,-0.133239,0.008435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.969289,-1.487604,1.697625,0.825778,-0.810613,-0.283624,0.305552,-0.036223,1.921496,2.263915,0.837408,-0.250353,0.161477,0.336587,0.092766,-0.618946,1.954920,-0.615500,-0.001490,0.807730,0.011050,-0.469799,-0.132676,0.324740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.713022,-0.538433,1.985823,-0.071568,-0.898497,0.140243,0.246263,-0.145597,2.536845,2.651830,0.755531,0.065859,0.330693,-0.340202,-1.000480,0.725784,1.813144,-0.473503,0.533931,0.528092,-0.522990,-0.235395,0.428405,-0.188921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.698088,0.388837,1.628567,-0.825362,-0.571946,0.327073,0.001181,-0.009607,3.248812,3.051346,0.832041,-0.029496,-0.635597,-0.879233,0.242542,0.465165,1.734211,-0.142618,0.718326,-0.033972,-0.518921,0.166917,0.102829,-0.066972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,1.882271,1.018997,0.846043,-1.193832,-0.167251,0.318736,-0.006183,0.030290,4.059936,3.407155,0.457942,-1.075222,-1.252867,0.112491,1.059723,-0.405835,1.741078,0.181491,0.528984,-0.425592,-0.250498,0.236997,-0.007345,-0.007320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.170903,1.213963,-0.061988,-1.159663,0.241938,0.345554,0.057206,-0.059177,4.918996,3.363930,-0.746953,-1.982104,-0.340705,1.174186,0.384878,-0.330147,1.812113,0.355102,0.152304,-0.531263,0.034859,0.215867,-0.013697,-0.015358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.453692,0.987636,-0.784878,-0.691968,0.695149,0.343418,-0.035957,-0.223511,5.682213,2.622139,-2.162048,-1.513806,1.307302,1.298972,-0.153805,-0.637658,1.902450,0.337931,-0.200459,-0.367867,0.283453,0.170993,-0.035419,-0.082056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.643763,0.515014,-0.996205,0.176022,0.968478,-0.018193,-0.426390,-0.448803,6.185265,1.362363,-2.626289,0.470109,2.438105,0.195419,-1.260515,-1.202286,1.969916,0.189434,-0.347105,0.000169,0.419115,0.003973,-0.178387,-0.179600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,2.716638,0.106825,-0.538040,0.938523,0.300558,-1.247901,-1.254921,-0.489911,6.378392,0.284122,-1.427398,2.472065,0.843145,-3.276607,-3.478253,-1.319323,1.997170,0.040834,-0.203325,0.341467,0.158625,-0.500310,-0.509999,-0.204972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
